Judul Masakan,Waktu Masak,Tingkat Kesulitan,Jumlah Porsi,Bahan-bahan,URL Sumber,Bahan-bahan_cleaned,Bahan-bahan_cleaned_nostop,bahan-bahan_fix,Waktu Masak (menit),Jumlah Porsi (int),Tingkat Kesulitan (ordinal),bahan_list,asam jawa,bawang,bawang merah,bawang putih,cabai,cabai hijau,cabai merah,cabai rawit,cengkih,cuka,daging ayam,daging kambing,daging sapi,daun bawang,daun jeruk,daun salam,garam,gula,gula merah,gula pasir,ikan,jagung,jahe,jamur,jeruk nipis,kacang,kaldu ayam,kaldu sapi,kayu manis,kecap manis,kemangi,kemiri,kencur,ketumbar,kol,kunyit,lengkuas,limau,merica,santan,seledri,serai,tahu,telur,tempe,tomat,udang,wijen,wortel
"Resep Kerang Kepah Kuah Santan, Menu Praktis Untuk Para Pemula",40mnt,Mudah,2 Porsi,"200 g kerang kepah, cuci bersih, 5 batang serai, iris halus, 5 sdmBango Kecap Manis, 2 cm lengkuas, 1 sdt garam, 200 ml santan, 3 sdm minyak, untuk menumis, 10 buah cabai merah, 7 butir bawang merah, 3 siung bawang putih, 2 cm kunyit, 1 buah asam gelugur, 1 butir kemiri",https://www.masakapahariini.com/resep/resep-kerang-kepah-kuah-santan/,"['g', 'kerang', 'kepah', 'cuci', 'bersih', 'batang', 'serai', 'iris', 'halus', 'sdmbango', 'kecap', 'manis', 'cm', 'lengkuas', 'sdt', 'garam', 'ml', 'santan', 'sdm', 'minyak', 'untuk', 'menumis', 'buah', 'cabai', 'merah', 'butir', 'bawang', 'merah', 'siung', 'bawang', 'putih', 'cm', 'kunyit', 'buah', 'asam', 'gelugur', 'butir', 'kemiri']","['kerang', 'kepah', 'serai', 'kecap', 'manis', 'lengkuas', 'garam', 'santan', 'minyak', 'cabai', 'merah', 'bawang', 'merah', 'bawang', 'putih', 'kunyit', 'asam', 'gelugur', 'kemiri']","bawang putih, bawang merah, kecap manis, cabai merah, garam, serai, lengkuas, kemiri, santan, kunyit",40,2,1.0,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'garam', 'serai', 'lengkuas', 'kemiri', 'santan', 'kunyit']",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
Resep Mie Goreng Cakalang Khas Manado yang Bikin Ketagihan,30mnt,Mudah,2 Porsi,"200 g mie kuning segar, seduh air panas dan tiriskan, 100 g ikan cakalang asap, suwir kasar, 8 butir bakso ikan, iris kasar, 50 g sawi hijau, potong 3 cm, 1 batang daun bawang, iris halus, 1 batang seledri, cincang halus, 2 butir telur ayam, 4 sdmBango Kecap Manis, ½ sdtRoyco Kaldu Ayam, 2 sdm minyak, untuk menumis, 5 siung bawang putih, 3 butir bawang merah, 1 sdt garam, ½ sdt merica putih bubuk",https://www.masakapahariini.com/resep/cara-membuat-mie-goreng-cakalang/,"['g', 'mie', 'kuning', 'segar', 'seduh', 'air', 'panas', 'dan', 'tiriskan', 'g', 'ikan', 'cakalang', 'asap', 'suwir', 'kasar', 'butir', 'bakso', 'ikan', 'iris', 'kasar', 'g', 'sawi', 'hijau', 'potong', 'cm', 'batang', 'daun', 'bawang', 'iris', 'halus', 'batang', 'seledri', 'cincang', 'halus', 'butir', 'telur', 'ayam', 'sdmbango', 'kecap', 'manis', 'sdtroyco', 'kaldu', 'ayam', 'sdm', 'minyak', 'untuk', 'menumis', 'siung', 'bawang', 'putih', 'butir', 'bawang', 'merah', 'sdt', 'garam', 'sdt', 'merica', 'putih', 'bubuk']","['mie', 'kuning', 'segar', 'ikan', 'cakalang', 'asap', 'suwir', 'bakso', 'ikan', 'sawi', 'hijau', 'daun', 'bawang', 'seledri', 'telur', 'ayam', 'kecap', 'manis', 'kaldu', 'ayam', 'minyak', 'bawang', 'putih', 'bawang', 'merah', 'garam', 'merica', 'putih']","bawang putih, bawang merah, kecap manis, kaldu ayam, daun bawang, garam, merica, telur, ikan, seledri",30,2,1.0,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'daun bawang', 'garam', 'merica', 'telur', 'ikan', 'seledri']",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
"Resep Ayam Masak Habang Khas Banjar, Si Merah Pekat yang Terasa Manis Gurih",1jam,Mudah,4 Porsi,"1 ekor (800 g) ayam, potong 8 bagian, 1 sdt asam jawa, larutkan dengan 2 sdm air hangat, 1 L air, 2 sdm minyak, untuk menumis, 12 buah cabai merah kering, buang biji, rendam air hangat, 8 butir bawang merah, 5 siung bawang putih, 2 cm jahe, 2 sdt garam, 1 sdmBango Kecap Manis, 1 sdm gula pasir, 1 cm kencur, ½ sdt terasi bakar",https://www.masakapahariini.com/resep/resep-ayam-masak-habang-khas-banjar/,"['ekor', 'g', 'ayam', 'potong', 'bagian', 'sdt', 'asam', 'jawa', 'larutkan', 'dengan', 'sdm', 'air', 'hangat', 'l', 'air', 'sdm', 'minyak', 'untuk', 'menumis', 'buah', 'cabai', 'merah', 'kering', 'buang', 'biji', 'rendam', 'air', 'hangat', 'butir', 'bawang', 'merah', 'siung', 'bawang', 'putih', 'cm', 'jahe', 'sdt', 'garam', 'sdmbango', 'kecap', 'manis', 'sdm', 'gula', 'pasir', 'cm', 'kencur', 'sdt', 'terasi', 'bakar']","['ayam', 'asam', 'jawa', 'minyak', 'cabai', 'merah', 'kering', 'bawang', 'merah', 'bawang', 'putih', 'jahe', 'garam', 'kecap', 'manis', 'gula', 'pasir', 'kencur', 'terasi']","bawang putih, bawang merah, kecap manis, cabai merah, gula pasir, asam jawa, garam, jahe, kencur",60,4,1.0,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'gula pasir', 'asam jawa', 'garam', 'jahe', 'kencur']",1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Resep Gurame Bakar Seenak Makan di Restoran Khas Sunda,1j 30mnt,Sedang,4 Porsi,"600 g ikan gurame, 2 sdt air jeruk nipis, 1 sdt garam, 2 sdm air asam jawa, 5 sdmBango Kecap Manis, 2 sdm minyak, untuk menumis, 6 butir bawang merah, 3 siung bawang putih, 4 buah cabai merah keriting, 3 buah cabai merah, 2 buah cabai rawit merah, 2 cm jahe, kupas kulit, 2 sdt ketumbar butiran, 1 sdt garam, 5 sdmBango Kecap Manis Pedas, 1 buah tomat, buang biji, potong dadu, 2 butir bawang merah, iris tipis, ½ sdt air jeruk nipis",https://www.masakapahariini.com/resep/resep-ikan-gurame-bakar/,"['g', 'ikan', 'gurame', 'sdt', 'air', 'jeruk', 'nipis', 'sdt', 'garam', 'sdm', 'air', 'asam', 'jawa', 'sdmbango', 'kecap', 'manis', 'sdm', 'minyak', 'untuk', 'menumis', 'butir', 'bawang', 'merah', 'siung', 'bawang', 'putih', 'buah', 'cabai', 'merah', 'keriting', 'buah', 'cabai', 'merah', 'buah', 'cabai', 'rawit', 'merah', 'cm', 'jahe', 'kupas', 'kulit', 'sdt', 'ketumbar', 'butiran', 'sdt', 'garam', 'sdmbango', 'kecap', 'manis', 'pedas', 'buah', 'tomat', 'buang', 'biji', 'potong', 'dadu', 'butir', 'bawang', 'merah', 'iris', 'tipis', 'sdt', 'air', 'jeruk', 'nipis']","['ikan', 'gurame', 'jeruk', 'nipis', 'garam', 'asam', 'jawa', 'kecap', 'manis', 'minyak', 'bawang', 'merah', 'bawang', 'putih', 'cabai', 'merah', 'keriting', 'cabai', 'merah', 'cabai', 'rawit', 'merah', 'jahe', 'kulit', 'ketumbar', 'garam', 'kecap', 'manis', 'tomat', 'bawang', 'merah', 'jeruk', 'nipis']","bawang putih, bawang merah, kecap manis, cabai merah, cabai rawit, jeruk nipis, asam jawa, garam, jahe, ketumbar, tomat, ikan",90,4,2.0,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'cabai rawit', 'jeruk nipis', 'asam jawa', 'garam', 'jahe', 'ketumbar', 'tomat', 'ikan']",1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Resep Ayam Bakar Kecap Khas Yogyakarta,1jam,Mudah,4 Porsi,"1 ekor (800 g) ayam, potong 4 bagian, 3 sdmBango Kecap Manis, 1 L santan, 3 lembar daun jeruk, buang tulang, iris memanjang, 2 lembar daun salam, 2 cm lengkuas, memarkan, 1 batang serai, ambil bagian putih, memarkan, 1 sdt garam, ½ sdt gula pasir, 2 sdm minyak, untuk menumis, 8 butir bawang merah, 4 buah cabai merah, 3 butir kemiri, sangrai, 2 buah keluak, ambil isinya, seduh dengan 2 sdm air hangat, 1 cm kencur, 1 cm jahe, 1 sdt ketumbar bubuk",https://www.masakapahariini.com/resep/resep-ayam-bakar-kecap-khas-yogya/,"['ekor', 'g', 'ayam', 'potong', 'bagian', 'sdmbango', 'kecap', 'manis', 'l', 'santan', 'lembar', 'daun', 'jeruk', 'buang', 'tulang', 'iris', 'memanjang', 'lembar', 'daun', 'salam', 'cm', 'lengkuas', 'memarkan', 'batang', 'serai', 'ambil', 'bagian', 'putih', 'memarkan', 'sdt', 'garam', 'sdt', 'gula', 'pasir', 'sdm', 'minyak', 'untuk', 'menumis', 'butir', 'bawang', 'merah', 'buah', 'cabai', 'merah', 'butir', 'kemiri', 'sangrai', 'buah', 'keluak', 'ambil', 'isinya', 'seduh', 'dengan', 'sdm', 'air', 'hangat', 'cm', 'kencur', 'cm', 'jahe', 'sdt', 'ketumbar', 'bubuk']","['ayam', 'kecap', 'manis', 'santan', 'daun', 'jeruk', 'tulang', 'daun', 'salam', 'lengkuas', 'serai', 'putih', 'garam', 'gula', 'pasir', 'minyak', 'bawang', 'merah', 'cabai', 'merah', 'kemiri', 'keluak', 'isinya', 'kencur', 'jahe', 'ketumbar']","bawang merah, kecap manis, cabai merah, daun salam, daun jeruk, gula pasir, garam, serai, jahe, lengkuas, kemiri, ketumbar, santan, kencur",60,4,1.0,"['bawang merah', 'kecap manis', 'cabai merah', 'daun salam', 'daun jeruk', 'gula pasir', 'garam', 'serai', 'jahe', 'lengkuas', 'kemiri', 'ketumbar', 'santan', 'kencur']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Cara Membuat Ayam Bakar Cabai Tumbuk Manado,1jam,Mudah,3 Porsi,"800 g ayam, potong 4 bagian, 2 batang serai, ambil putih, memarkan, 4 lembar daun jeruk, buang tulang daun, 3 sdmBango Kecap Manis, 1 sdm garam, 1 sdt gula pasir, 650 ml air, 3 sdm minyak, untuk menumis, 12 butir bawang merah, 3 siung bawang putih, 6 buah cabai hijau keriting, 8 buah cabai hijau besar, 2 cm jahe, 2 cm kunyit, bakar",https://www.masakapahariini.com/resep/cara-membuat-ayam-bakar-manado/,"['g', 'ayam', 'potong', 'bagian', 'batang', 'serai', 'ambil', 'putih', 'memarkan', 'lembar', 'daun', 'jeruk', 'buang', 'tulang', 'daun', 'sdmbango', 'kecap', 'manis', 'sdm', 'garam', 'sdt', 'gula', 'pasir', 'ml', 'air', 'sdm', 'minyak', 'untuk', 'menumis', 'butir', 'bawang', 'merah', 'siung', 'bawang', 'putih', 'buah', 'cabai', 'hijau', 'keriting', 'buah', 'cabai', 'hijau', 'besar', 'cm', 'jahe', 'cm', 'kunyit', 'bakar']","['ayam', 'serai', 'putih', 'daun', 'jeruk', 'tulang', 'daun', 'kecap', 'manis', 'garam', 'gula', 'pasir', 'minyak', 'bawang', 'merah', 'bawang', 'putih', 'cabai', 'hijau', 'keriting', 'cabai', 'hijau', 'jahe', 'kunyit']","bawang putih, bawang merah, kecap manis, daun jeruk, gula pasir, cabai hijau, garam, serai, jahe, kunyit",60,3,1.0,"['bawang putih', 'bawang merah', 'kecap manis', 'daun jeruk', 'gula pasir', 'cabai hijau', 'garam', 'serai', 'jahe', 'kunyit']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Resep Tumis Siput Laut, Hidangan Spesial Khas Ambon",1jam,Sedang,4 Porsi,"500 g siput laut atau bia, 5 butir bawang merah, 5 siung bawang putih, 2 buah tomat, iris tipis, 5 buah cabai besar, 3 sdm kunyit, 2 ruas jari jahe, 2 batang serai, 2 sdmBango Kecap Manis, 1 sachetRoyco Kaldu Ayam, daun jeruk, 1 sdm jinten, ½ sdm ketumbar, ½ sdm garam, 1 sdm gula pasir, minyak",https://www.masakapahariini.com/resep/resep-tumis-siput-laut-khas-ambon/,"['g', 'siput', 'laut', 'atau', 'bia', 'butir', 'bawang', 'merah', 'siung', 'bawang', 'putih', 'buah', 'tomat', 'iris', 'tipis', 'buah', 'cabai', 'besar', 'sdm', 'kunyit', 'ruas', 'jari', 'jahe', 'batang', 'serai', 'sdmbango', 'kecap', 'manis', 'sachetroyco', 'kaldu', 'ayam', 'daun', 'jeruk', 'sdm', 'jinten', 'sdm', 'ketumbar', 'sdm', 'garam', 'sdm', 'gula', 'pasir', 'minyak']","['siput', 'laut', 'bia', 'bawang', 'merah', 'bawang', 'putih', 'tomat', 'cabai', 'kunyit', 'jari', 'jahe', 'serai', 'kecap', 'manis', 'sachetroyco', 'kaldu', 'ayam', 'daun', 'jeruk', 'jinten', 'ketumbar', 'garam', 'gula', 'pasir', 'minyak']","bawang putih, bawang merah, kecap manis, kaldu ayam, daun jeruk, gula pasir, cabai, garam, serai, jahe, ketumbar, tomat, kunyit",60,4,2.0,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'daun jeruk', 'gula pasir', 'cabai', 'garam', 'serai', 'jahe', 'ketumbar', 'tomat', 'kunyit']",0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"Resep Semur Ikan Bandeng Taoco, Lebih dari Sekadar Semur Biasa",45mnt,Mudah,5 Porsi,"700 g ikan bandeng, minyak, 450 ml air, 5 sdmBango Kecap Manis, 4 sdm taoco, gerus kasar, 2 buah cabai merah, iris serong kasar, 2 buah cabai hijau, iris serong kasar, 1 batang daun bawang, iris serong kasar, 7 butir bawang merah, 4 siung bawang putih, 4 butir kemiri, 1 sdt merica putih bubuk, ¾ sdt garam",https://www.masakapahariini.com/resep/resep-semur-ikan-bandeng-taoco/,"['g', 'ikan', 'bandeng', 'minyak', 'ml', 'air', 'sdmbango', 'kecap', 'manis', 'sdm', 'taoco', 'gerus', 'kasar', 'buah', 'cabai', 'merah', 'iris', 'serong', 'kasar', 'buah', 'cabai', 'hijau', 'iris', 'serong', 'kasar', 'batang', 'daun', 'bawang', 'iris', 'serong', 'kasar', 'butir', 'bawang', 'merah', 'siung', 'bawang', 'putih', 'butir', 'kemiri', 'sdt', 'merica', 'putih', 'bubuk', 'sdt', 'garam']","['ikan', 'bandeng', 'minyak', 'kecap', 'manis', 'taoco', 'gerus', 'cabai', 'merah', 'cabai', 'hijau', 'daun', 'bawang', 'bawang', 'merah', 'bawang', 'putih', 'kemiri', 'merica', 'putih', 'garam']","bawang putih, bawang merah, kecap manis, cabai merah, daun bawang, cabai hijau, garam, merica, kemiri, ikan",45,5,1.0,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'daun bawang', 'cabai hijau', 'garam', 'merica', 'kemiri', 'ikan']",0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Resep Kikil Sapi dan Tempe Pedas, Menu Rumahan Lezat yang Praktis Dicoba",30mnt,Mudah,4 Porsi,"500 g kikil sapi, rebus hingga empuk, potong dadu kecil, 500 g tempe, potong dadu kecil, goreng, 4 sdmBango Kecap Manis, 8 butir bawang merah, iris halus, 5 siung bawang putih, iris halus, 1 buah bawang bombay, 10 buah cabai hijau, iris serong, 10 buah cabai rawit, iris serong, 3 cm lengkuas, memarkan, 2 lembar daun salam, 1 sdt garam, 1 sdtRoyco Kaldu Sapi, 100 ml air, 2 sdm minyak, untuk menumis",https://www.masakapahariini.com/resep/resep-kikil-sapi-dan-tempe-pedas/,"['g', 'kikil', 'sapi', 'rebus', 'hingga', 'empuk', 'potong', 'dadu', 'kecil', 'g', 'tempe', 'potong', 'dadu', 'kecil', 'goreng', 'sdmbango', 'kecap', 'manis', 'butir', 'bawang', 'merah', 'iris', 'halus', 'siung', 'bawang', 'putih', 'iris', 'halus', 'buah', 'bawang', 'bombay', 'buah', 'cabai', 'hijau', 'iris', 'serong', 'buah', 'cabai', 'rawit', 'iris', 'serong', 'cm', 'lengkuas', 'memarkan', 'lembar', 'daun', 'salam', 'sdt', 'garam', 'sdtroyco', 'kaldu', 'sapi', 'ml', 'air', 'sdm', 'minyak', 'untuk', 'menumis']","['kikil', 'sapi', 'empuk', 'tempe', 'goreng', 'kecap', 'manis', 'bawang', 'merah', 'bawang', 'putih', 'bawang', 'cabai', 'hijau', 'cabai', 'rawit', 'lengkuas', 'daun', 'salam', 'garam', 'kaldu', 'sapi', 'minyak']","bawang putih, bawang merah, kecap manis, cabai rawit, daun salam, kaldu sapi, cabai hijau, bawang, garam, lengkuas, tempe",30,4,1.0,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai rawit', 'daun salam', 'kaldu sapi', 'cabai hijau', 'bawang', 'garam', 'lengkuas', 'tempe']",0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Resep Tempe Goreng Tepung Saus Wijen, Tampilan Seperti Hidangan Restoran",30mnt,Mudah,4 Porsi,"250 g tempe, haluskan, 50 g daging ayam giling, 1 buah bawang bombay, cincang halus, 2 siung bawang putih, cincang halus, 1 butir telur ayam, kocok, 2 sdm tepung terigu, ½ sdt merica hitam bubuk, 100 g tepung panir, 300 ml minyak, untuk menggoreng, 50 g bawang bombay, cincang halus, 3 siung bawang putih, cincang halus, 250 ml air, 4 sdmBango Kecap Manis, 1 sdm kecap asin, 1 sdt minyak wijen, 1 sdt tepung maizena, larutkan dengan 2 sdm air, ½ sdt merica putih bubuk, ½ sdt garam, 2 sdm margarin",https://www.masakapahariini.com/resep/resep-tempe-goreng-tepung-saus-wijen/,"['g', 'tempe', 'haluskan', 'g', 'daging', 'ayam', 'giling', 'buah', 'bawang', 'bombay', 'cincang', 'halus', 'siung', 'bawang', 'putih', 'cincang', 'halus', 'butir', 'telur', 'ayam', 'kocok', 'sdm', 'tepung', 'terigu', 'sdt', 'merica', 'hitam', 'bubuk', 'g', 'tepung', 'panir', 'ml', 'minyak', 'untuk', 'menggoreng', 'g', 'bawang', 'bombay', 'cincang', 'halus', 'siung', 'bawang', 'putih', 'cincang', 'halus', 'ml', 'air', 'sdmbango', 'kecap', 'manis', 'sdm', 'kecap', 'asin', 'sdt', 'minyak', 'wijen', 'sdt', 'tepung', 'maizena', 'larutkan', 'dengan', 'sdm', 'air', 'sdt', 'merica', 'putih', 'bubuk', 'sdt', 'garam', 'sdm', 'margarin']","['tempe', 'daging', 'ayam', 'bawang', 'bawang', 'putih', 'telur', 'ayam', 'tepung', 'terigu', 'merica', 'tepung', 'panir', 'minyak', 'bawang', 'bawang', 'putih', 'kecap', 'manis', 'kecap', 'asin', 'minyak', 'wijen', 'tepung', 'maizena', 'merica', 'putih', 'garam', 'margarin']","bawang putih, kecap manis, daging ayam, bawang, garam, merica, telur, tempe, wijen",30,4,1.0,"['bawang putih', 'kecap manis', 'daging ayam', 'bawang', 'garam', 'merica', 'telur', 'tempe', 'wijen']",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
"Resep Gurame Kuah Santan Kuning, Siap Memanjakan Lidahmu",50mnt,Mudah,3 Porsi,"1 ekor (800 g) ikan gurame, potong 3 bagian, 1 sdt garam, ½ sdt merica putih bubuk, 1 sdm perasan air jeruk nipis, 3 sdmBango Kecap Manis, 100 ml santan, 2 sdm minyak, untuk menumis, 25 g kacang tanah, 5 butir bawang merah, 3 siung bawang putih, 3 butir kemiri, sangrai, 2 cm kunyit bakar, 1 cm kencur, 1 cm jahe, 1 sdt garam",https://www.masakapahariini.com/resep/resep-gurame-kuah-santan-kuning/,"['ekor', 'g', 'ikan', 'gurame', 'potong', 'bagian', 'sdt', 'garam', 'sdt', 'merica', 'putih', 'bubuk', 'sdm', 'perasan', 'air', 'jeruk', 'nipis', 'sdmbango', 'kecap', 'manis', 'ml', 'santan', 'sdm', 'minyak', 'untuk', 'menumis', 'g', 'kacang', 'tanah', 'butir', 'bawang', 'merah', 'siung', 'bawang', 'putih', 'butir', 'kemiri', 'sangrai', 'cm', 'kunyit', 'bakar', 'cm', 'kencur', 'cm', 'jahe', 'sdt', 'garam']","['ikan', 'gurame', 'garam', 'merica', 'putih', 'perasan', 'jeruk', 'nipis', 'kecap', 'manis', 'santan', 'minyak', 'kacang', 'bawang', 'merah', 'bawang', 'putih', 'kemiri', 'kunyit', 'kencur', 'jahe', 'garam']","bawang putih, bawang merah, kecap manis, jeruk nipis, garam, merica, jahe, kemiri, santan, kunyit, kacang, ikan, kencur",50,3,1.0,"['bawang putih', 'bawang merah', 'kecap manis', 'jeruk nipis', 'garam', 'merica', 'jahe', 'kemiri', 'santan', 'kunyit', 'kacang', 'ikan', 'kencur']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"Bistik Sapi Masak Saus Wijen, Menu Makan Malam yang Berkesan",1jam,Sedang,4 Porsi,"500 g daging sapi bagian has dalam, iris tipis, 2 siung bawang putih, cincang halus, 1 buah bawang bombay, cincang kasar, 2 sdmBango Kecap Manis, 1 sdm kecap asin, 1 sdm saus tiram, 2 sdm minyak wijen, 1 sdm tepung maizena, dilarutkan dengan air 1 sdm, 1 sdt garam, 300 ml air, 2 sdm margarin, untuk menumis, 1 sdt merica putih bubuk, 1 sdt pala bubuk, 2 sdm tepung terigu",https://www.masakapahariini.com/resep/resep-bistik-sapi-masak-saus-wijen/,"['g', 'daging', 'sapi', 'bagian', 'has', 'dalam', 'iris', 'tipis', 'siung', 'bawang', 'putih', 'cincang', 'halus', 'buah', 'bawang', 'bombay', 'cincang', 'kasar', 'sdmbango', 'kecap', 'manis', 'sdm', 'kecap', 'asin', 'sdm', 'saus', 'tiram', 'sdm', 'minyak', 'wijen', 'sdm', 'tepung', 'maizena', 'dilarutkan', 'dengan', 'air', 'sdm', 'sdt', 'garam', 'ml', 'air', 'sdm', 'margarin', 'untuk', 'menumis', 'sdt', 'merica', 'putih', 'bubuk', 'sdt', 'pala', 'bubuk', 'sdm', 'tepung', 'terigu']","['daging', 'sapi', 'bawang', 'putih', 'bawang', 'kecap', 'manis', 'kecap', 'asin', 'saus', 'tiram', 'minyak', 'wijen', 'tepung', 'maizena', 'dilarutkan', 'garam', 'margarin', 'merica', 'putih', 'pala', 'tepung', 'terigu']","bawang putih, kecap manis, daging sapi, bawang, garam, merica, wijen",60,4,2.0,"['bawang putih', 'kecap manis', 'daging sapi', 'bawang', 'garam', 'merica', 'wijen']",0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"Resep Soto Ayam Banyumas, Cita Rasa Klasik yang Selalu Menyenangkan",1jam,Mudah,4 Porsi,"½ ekor ayam kampung, potong 4, 100 g taoge kecil, 2 buah tomat, potong dadu, 2 batang daun bawang, iris halus, 2 L air, 4 siung bawang putih, 5 batang serai, memarkan, 3 lembar daun salam, 1 sdt ketumbar, 8 butir kemiri, 3 biji pala, 50 g merica putih bubuk, garam, 100 g kacang tanah, goreng, 3 siung bawang putih, goreng, 25 g gula merah, 10 buah cabai rawit merah, goreng, garam, bawang merah goreng, kerupuk bawang, Bango Kecap Manis",https://www.masakapahariini.com/resep/resep-soto-ayam-banyumas/,"['ekor', 'ayam', 'kampung', 'potong', 'g', 'taoge', 'kecil', 'buah', 'tomat', 'potong', 'dadu', 'batang', 'daun', 'bawang', 'iris', 'halus', 'l', 'air', 'siung', 'bawang', 'putih', 'batang', 'serai', 'memarkan', 'lembar', 'daun', 'salam', 'sdt', 'ketumbar', 'butir', 'kemiri', 'biji', 'pala', 'g', 'merica', 'putih', 'bubuk', 'garam', 'g', 'kacang', 'tanah', 'goreng', 'siung', 'bawang', 'putih', 'goreng', 'g', 'gula', 'merah', 'buah', 'cabai', 'rawit', 'merah', 'goreng', 'garam', 'bawang', 'merah', 'goreng', 'kerupuk', 'bawang', 'bango', 'kecap', 'manis']","['ayam', 'taoge', 'tomat', 'daun', 'bawang', 'bawang', 'putih', 'serai', 'daun', 'salam', 'ketumbar', 'kemiri', 'pala', 'merica', 'putih', 'garam', 'kacang', 'goreng', 'bawang', 'putih', 'goreng', 'gula', 'merah', 'cabai', 'rawit', 'merah', 'goreng', 'garam', 'bawang', 'merah', 'goreng', 'kerupuk', 'bawang', 'bango', 'kecap', 'manis']","bawang putih, bawang merah, kecap manis, cabai rawit, daun salam, daun bawang, gula merah, bawang, garam, merica, serai, kemiri, ketumbar, tomat, kacang",60,4,1.0,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai rawit', 'daun salam', 'daun bawang', 'gula merah', 'bawang', 'garam', 'merica', 'serai', 'kemiri', 'ketumbar', 'tomat', 'kacang']",0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
